publisher,release_date,price,early_access
Choice of Games,2013-12-06 00:00:00,4.99,False
,2017-06-16 00:00:00,4.99,False
Fun Bits,2017-06-16 00:00:00,9.99,True
Choice of Games,2012-09-26 00:00:00,4.99,False
bluebox interactive,2017-06-16 00:00:00,4.99,False
Kelsam,2017-06-16 00:00:00,1.99,False
nobodyshot,2017-06-16 00:00:00,0.99,False
purplElephant,2017-06-16 00:00:00,1.99,False
Brian Franco,2017-06-16 00:00:00,2.99,False
Asmodee Digital,2017-06-15 00:00:00,4.99,False
Desert Owl Games LLC,2017-06-15 00:00:00,14.99,False
Kongregate,2017-06-15 00:00:00,Free to Play,False
Team Wood Block,2017-02-25 00:00:00,0.99,False
Desert Owl Games LLC,2017-06-15 00:00:00,14.99,False
"TopWare Interactive, ACE",2017-06-15 00:00:00,9.99,False
ObsessionSoft,2017-06-15 00:00:00,Free,False
Asmodee Digital,2017-06-15 00:00:00,14.99,False
,2010-01-01 00:00:00,3.99,False
IndieGala,2017-12-20 00:00:00,4.99,True
nullplussoftware,2016-12-02 00:00:00,4.99,False
Fat Bomb Studios,2017-06-13 00:00:00,9.99,True
House Izezweth,2017-06-14 00:00:00,4.99,False
,2017-06-14 00:00:00,9.99,False
Paradox Interactive,2017-06-14 00:00:00,1.99,False
Paradox Interactive,2017-06-14 00:00:00,9.99,False
Fruitbat Factory,2017-06-14 00:00:00,Free,False
Vyacheslav Shilikhin,2017-06-10 00:00:00,2.99,False
Iceberg Interactive,2017-06-12 00:00:00,2.99,False
Neon Green Pin Games,2017-06-12 00:00:00,0.99,False
,2017-06-12 00:00:00,1.99,False
Idea Factory International,2017-06-12 00:00:00,6.99,False
Idea Factory International,2017-06-12 00:00:00,29.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Idea Factory International,2017-06-12 00:00:00,0.99,False
Big Fish Games,2017-06-12 00:00:00,9.99,False
Cipher Hive,2017-06-12 00:00:00,,False
Sofuto Geimu,2017-06-12 00:00:00,4.99,False
Fruitbat Factory,2017-06-12 00:00:00,2.99,False
Studio Wildcard,2017-06-12 00:00:00,Free,False
"KOEI TECMO GAMES CO., LTD.",2017-06-12 00:00:00,19.99,False
Gameloft,2017-06-13 00:00:00,Free to Play,False
BOHDOKUMEN.,2017-06-13 00:00:00,19.99,True
Quiet River,2017-06-13 00:00:00,0.99,False
,2017-06-13 00:00:00,1.99,False
KISS ltd,2017-06-13 00:00:00,5.99,False
Insane Dreamers,2017-06-13 00:00:00,9.99,False
baconlovarstudios,2017-06-12 00:00:00,1.99,False
Hamster On Coke Games,2017-06-13 00:00:00,0.99,False
,2017-06-13 00:00:00,11.99,False
,2017-06-13 00:00:00,2.99,False
,2017-06-13 00:00:00,2.99,False
,2017-06-13 00:00:00,2.99,False
,2017-06-13 00:00:00,2.99,False
,2017-06-13 00:00:00,9.99,False
,2017-06-13 00:00:00,2.99,False
Theodor Niklas,2017-06-11 00:00:00,4.99,False
Cassandra Clery,2017-06-12 00:00:00,Free To Play,True
,2017-06-13 00:00:00,Free,False
,2017-06-12 00:00:00,2.99,False
Club Cotton Games,2017-06-09 00:00:00,3.99,False
"Rock Wall Games, LLC",2017-06-12 00:00:00,Free,False
Gravity Interactive,2017-06-12 00:00:00,Free to Play,False
Zeiva Inc,2017-05-05 00:00:00,19.99,False
"The Secret Pie, Kurki.games",2017-06-08 00:00:00,0.99,True
Paper Plane,2017-06-08 00:00:00,0.99,False
Codemasters,2017-06-09 00:00:00,59.99,False
,2007-06-12 00:00:00,2.99,False
DIGIDICED,2017-06-08 00:00:00,14.99,False
Kukouri Mobile Entertainment,2017-01-21 00:00:00,Free To Play,False
PraGames,2017-06-09 00:00:00,9.99,True
Tydecon Games,2017-06-09 00:00:00,1.99,False
Bigben Interactive,2017-06-09 00:00:00,39.99,False
No Wand Studios,2017-10-04 00:00:00,14.99,False
KT Games,2017-06-09 00:00:00,4.99,False
Trapped Team,2017-06-09 00:00:00,1.99,False
Bigben Interactive,2017-06-09 00:00:00,2.99,False
Excalibur Games,2017-06-09 00:00:00,5.99,False
Dagestan Technology,2017-06-09 00:00:00,5.99,False
,2017-06-09 00:00:00,4.99,False
Daedalic Entertainment,2017-06-09 00:00:00,2.99,False
,2007-02-06 00:00:00,2.99,False
Dagestan Technology,2017-06-09 00:00:00,4.99,False
,2017-06-09 00:00:00,4.99,False
,2017-06-09 00:00:00,6.99,False
DotEmu,2017-06-08 00:00:00,19.99,False
,2017-06-08 00:00:00,2.99,False
Grimwood Team,2017-06-08 00:00:00,6.99,False
Grimwood Team,2017-06-08 00:00:00,1.99,False
Jonarene,2017-06-08 00:00:00,2.99,False
Dovetail Games,2017-06-08 00:00:00,4.99,False
"KOEI TECMO GAMES CO., LTD.",2017-06-06 00:00:00,0.99,False
weRplay,2017-06-06 00:00:00,4.99,True
EuroVideo Medien,2017-06-06 00:00:00,11.99,False
"KOEI TECMO GAMES CO., LTD.",2017-06-06 00:00:00,0.99,False
"KOEI TECMO GAMES CO., LTD.",2017-06-06 00:00:00,0.99,False
EuroVideo Medien,2017-06-06 00:00:00,11.99,False
Cipher Hive,2017-06-06 00:00:00,4.99,False
4D Door Games,2017-06-06 00:00:00,14.99,False
4D Door Games,2017-06-06 00:00:00,7.99,False
Anti Gravity Game Studios,2017-06-06 00:00:00,14.99,True
We The Force Studios,2017-06-06 00:00:00,14.99,False
Slitherine Ltd.,2016-11-17 00:00:00,39.99,False
,2017-06-06 00:00:00,7.99,False
,2017-06-06 00:00:00,14.99,False
Paradox Interactive,2017-06-06 00:00:00,,False
Flamebait Games,2017-06-06 00:00:00,9.99,False
Flamebait Games,2017-06-06 00:00:00,4.99,False
"NIS America, Inc.",2017-06-06 00:00:00,39.99,False
,2017-06-06 00:00:00,9.99,False
,2017-06-06 00:00:00,2.99,False
BANDAI NAMCO Entertainment,2017-06-06 00:00:00,9.99,False
Console Classics,2017-06-06 00:00:00,9.99,False
BlankMediaGames,2017-06-06 00:00:00,4.99,False
,2017-06-01 00:00:00,2.99,False
Old School Blender Addicted,2017-06-06 00:00:00,0.99,False
Yang Sun,2017-06-06 00:00:00,7.99,False
,2017-05-01 00:00:00,2.99,False
,2017-06-06 00:00:00,4.99,False
SCS Software,2017-06-07 00:00:00,4.99,False
The Otherworld Agency,2017-06-07 00:00:00,9.99,False
WalkBoy Studio,2017-06-07 00:00:00,3.99,False
Amaterasu Software,2017-06-07 00:00:00,0.99,False
Big Fish Games,2017-06-07 00:00:00,9.99,False
,2017-06-07 00:00:00,0.99,False
CI Games,2017-06-07 00:00:00,0.99,False
Dovetail Games - Flight,2017-06-07 00:00:00,24.99,False
Dovetail Games - Flight,2017-06-07 00:00:00,15.99,False
,2017-06-06 00:00:00,2.99,False
CI Games,2017-06-07 00:00:00,4.99,False
,2017-06-06 00:00:00,2.99,False
,2017-06-07 00:00:00,0.99,False
,2017-06-06 00:00:00,2.99,False
Bethesda Softworks,2017-06-06 00:00:00,59.99,False
Iceberg Interactive,2017-06-06 00:00:00,19.99,False
,2017-06-06 00:00:00,3.99,False
Rooster Teeth Games,2017-06-06 00:00:00,9.99,False
rokaplay,2017-06-02 00:00:00,6.99,False
Back To Basics Gaming,2017-06-02 00:00:00,1.99,False
,2014-01-01 00:00:00,3.99,False
Rasul Mono,2017-06-02 00:00:00,3.99,False
Rasul Mono,2017-06-02 00:00:00,1.99,False
b-alive gmbh,2017-06-02 00:00:00,6.99,False
Elushis Music &amp; Gaming,2017-06-02 00:00:00,4.99,False
,2017-05-01 00:00:00,3.99,False
"Wither Studios, LLC",2017-06-02 00:00:00,3.99,False
"Crayon Ponyfish, LLC",2017-06-02 00:00:00,8.99,False
BLACK CLEAR CORPORATION,2017-05-29 00:00:00,0.99,False
ID Group,2017-06-03 00:00:00,4.99,False
Evoluta Studio,2017-06-03 00:00:00,3.99,True
Maltakreuz,2017-06-03 00:00:00,9.99,False
Dagestan Technology,2017-06-05 00:00:00,1.99,False
Kirill Kupryakhin,2017-06-02 00:00:00,1.99,True
Stribling Media,2017-06-05 00:00:00,4.99,True
Big Fish Games,2017-06-05 00:00:00,9.99,False
Killerfish Games,2017-06-05 00:00:00,39.99,False
"You42, Inc.",2017-06-05 00:00:00,Free to Play,False
,2017-06-05 00:00:00,9.99,False
Crayder Studios,2017-09-26 00:00:00,11.99,False
Modern Visual Arts Laboratory,2017-06-05 00:00:00,1.99,False
Platonic Partnership Ltd,2017-06-02 00:00:00,4.99,False
World of DASM,2017-06-05 00:00:00,9.99,True
SOEDESCO Publishing,2017-06-02 00:00:00,9.99,False
SOEDESCO Publishing,2017-06-02 00:00:00,4.99,False
"Enigma Games LTD, KISS ltd",2017-06-02 00:00:00,7.99,False
Dovetail Games - Trains,2017-06-02 00:00:00,19.99,False
SOEDESCO Publishing,2017-06-02 00:00:00,29.99,False
,2017-06-02 00:00:00,12.99,False
DYA Games,2017-06-01 00:00:00,0.99,False
KISS ltd,2017-06-01 00:00:00,3.99,False
Panoramik Inc,2017-06-05 00:00:00,19.99,False
KISS ltd,2017-06-01 00:00:00,2.99,False
Kasedo Games,2017-05-31 00:00:00,9.99,False
Arc System Works,2017-05-31 00:00:00,18.99,False
Arc System Works,2017-05-31 00:00:00,0.99,False
Arc System Works,2017-05-31 00:00:00,0.99,False
Arc System Works,2017-05-31 00:00:00,0.99,False
Arc System Works,2017-05-31 00:00:00,2.99,False
Interactive Gaming Studios,2017-05-31 00:00:00,,True
Arc System Works,2017-05-31 00:00:00,2.99,False
K Bros Games,2017-05-31 00:00:00,2.99,False
,2017-03-28 00:00:00,3.99,False
Indiecode Games,2017-06-02 00:00:00,Free,False
Big Fish Games,2017-05-31 00:00:00,9.99,False
Back To Basics Gaming,2017-05-31 00:00:00,1.99,False
,2017-05-01 00:00:00,2.99,False
Mode 7,2017-05-31 00:00:00,19.99,False
Archaic Entertainment,2010-01-21 00:00:00,Free,False
"oblomysh, EHTechnology",2017-06-01 00:00:00,0.99,False
rokaplay,2017-06-01 00:00:00,6.99,False
Dovetail Games - Flight,2017-06-01 00:00:00,16.99,False
Sun-Studios,2017-06-01 00:00:00,9.99,False
Rad Codex,2017-06-01 00:00:00,9.99,False
Dovetail Games - Flight,2017-06-01 00:00:00,16.99,False
Piece of Cake studios,2017-06-01 00:00:00,14.99,True
Dovetail Games - Trains,2017-06-01 00:00:00,19.99,False
MOKKOGRAD,2017-06-01 00:00:00,9.99,False
boxmyth,2017-06-01 00:00:00,3.99,False
Shockk,2017-06-01 00:00:00,4.99,True
Megastorm Games,2017-06-01 00:00:00,9.99,True
Choice of Games,2017-06-01 00:00:00,6.99,False
Quantized Bit,2017-06-01 00:00:00,1.99,True
CWH Entertainment,2017-06-01 00:00:00,1.99,False
"Playdius, Plug In Digital",2017-05-31 00:00:00,19.99,False
Game Troopers SL,2017-05-31 00:00:00,5.99,False
Barrel Roll Games,2017-05-31 00:00:00,14.99,True
Bethesda Softworks,2017-05-31 00:00:00,Free to Play,False
Alessandro Guzzo,2017-09-13 00:00:00,11.99,False
EnsenaSoft,2017-05-30 00:00:00,4.99,True
XField Paintball SAS,2017-05-30 00:00:00,9.99,False
Good Shepherd Entertainment,2017-05-31 00:00:00,3.99,False
,2017-05-09 00:00:00,4.99,False
,2016-07-26 00:00:00,3.99,False
Kingdom Games,2017-05-30 00:00:00,9.99,False
,2017-05-30 00:00:00,7.99,False
,2017-05-30 00:00:00,6.99,False
,2017-05-30 00:00:00,6.99,False
,2017-05-30 00:00:00,3.99,False
,2017-05-30 00:00:00,3.99,False
,2017-05-30 00:00:00,6.99,False
,2017-05-30 00:00:00,9.99,False
,2017-05-30 00:00:00,9.99,False
,2017-05-30 00:00:00,6.99,False
Kether Studio,2017-05-05 00:00:00,0.99,False
,2017-05-30 00:00:00,9.99,False
,2017-05-30 00:00:00,4.99,False
,2017-05-30 00:00:00,1.99,False
Blindflug Studios AG,2017-05-31 00:00:00,11.99,False
Milestone S.r.l.,2017-05-31 00:00:00,Free,False
Blindflug Studios AG,2017-05-30 00:00:00,2.99,False
"Ismael Pozzo, Eduardo Benítez",,,False
Hart Laboratories LLC,2017-05-30 00:00:00,4.99,False
,2017-05-31 00:00:00,4.99,False
RealityArts Studio,2017-05-31 00:00:00,9.99,True
Norven Games,2017-05-30 00:00:00,0.99,False
Tanki Online Europe Ltd.,2017-05-30 00:00:00,24.99,False
Psilocybe Games,2017-05-30 00:00:00,4.99,False
2K,2017-05-30 00:00:00,14.99,False
MAGIX Software GmbH,2017-05-29 00:00:00,49.99,False
,2016-09-13 00:00:00,2.99,False
Argent Games,,,False
RuVN,2017-05-29 00:00:00,Free To Play,False
Elbaite,2017-05-29 00:00:00,14.99,False
ACE MADDOX,2017-05-29 00:00:00,15.99,False
Jenei Edmond,2017-05-29 00:00:00,14.99,False
VRS,2017-05-26 00:00:00,0.99,False
,2017-05-29 00:00:00,2.99,False
,2017-05-29 00:00:00,10.99,False
Atriagames,2017-05-29 00:00:00,1.99,False
Goblinz Studio,2017-05-29 00:00:00,Free to Play,False
QuickSave,2017-05-29 00:00:00,3.99,False
QuickSave,2017-05-29 00:00:00,0.99,False
Dincicode,2017-05-29 00:00:00,4.99,False
Garden Shed Studios,2017-05-26 00:00:00,9.99,False
DRUNKEN APES,2017-05-26 00:00:00,2.99,False
LongYou Game,2017-05-26 00:00:00,9.99,True
Gameplay Ltd.,2017-06-01 00:00:00,1.99,False
Enjoy Games,2017-05-27 00:00:00,3.99,False
,2017-05-26 00:00:00,9.99,False
Phantomisreal Ltd.,2017-05-28 00:00:00,24.99,True
Bail! Enemy Jet!,2017-05-27 00:00:00,14.99,True
Kyle Seeley,2017-05-26 00:00:00,4.99,False
Atriagames,2017-05-26 00:00:00,2.99,False
,2017-05-16 00:00:00,4.99,False
"War Hungry Games, KISS ltd",2017-05-26 00:00:00,7.99,False
Grey Box,2017-05-26 00:00:00,29.99,False
,2016-11-17 00:00:00,4.99,False
,2017-05-01 00:00:00,2.99,False
,2017-05-26 00:00:00,39.99,False
Bitbox Ltd.,2017-05-26 00:00:00,24.99,False
,2017-05-26 00:00:00,29.99,False
,2016-05-02 00:00:00,4.99,False
Goldbar Games,2017-05-26 00:00:00,Free To Play,False
Klingelhöfer &amp; Schlüter GbR,2017-05-26 00:00:00,4.99,False
,2017-05-26 00:00:00,Free,False
Vulpine Music,2017-05-25 00:00:00,4.99,False
Kitsune Games,2017-05-25 00:00:00,14.99,False
N3V Games,2017-05-25 00:00:00,14.99,False
Magic Dungeon Studio,2017-05-25 00:00:00,4.99,True
Functional Unicorn Entertainment,2017-05-25 00:00:00,4.99,False
,2017-05-25 00:00:00,39.99,False
,2017-05-25 00:00:00,Free To Play,False
Gun Media,2017-05-26 00:00:00,39.99,False
Galdor Studios,2017-05-24 00:00:00,19.99,True
Summer Media,2017-05-24 00:00:00,3.99,False
Atriagames,2017-05-25 00:00:00,0.99,False
,2017-05-24 00:00:00,4.99,False
MassDiGI,2017-05-24 00:00:00,4.99,False
FeelThere,2017-05-25 00:00:00,19.99,False
Polygon Art,2017-05-25 00:00:00,7.99,False
Craneballs,2017-05-25 00:00:00,19.99,True
Nodbrim Interactive,2016-02-25 00:00:00,14.99,False
JoyBits Ltd.,2017-05-25 00:00:00,5.99,False
SEGA,2017-05-25 00:00:00,19.99,False
3BLACKDOT,2015-08-03 00:00:00,14.99,False
Happy Badger Studio,2017-05-23 00:00:00,14.99,False
The Ninth Art,2017-05-23 00:00:00,Free To Play,False
Gamera Interactive,2017-05-24 00:00:00,14.99,False
Dovetail Games,2017-05-24 00:00:00,4.99,False
Dovetail Games,2017-05-24 00:00:00,4.99,False
The Yogscast,2017-05-24 00:00:00,9.99,False
Dovetail Games,2017-05-24 00:00:00,4.99,False
Dovetail Games,2017-05-24 00:00:00,4.99,False
The Yogscast,2017-05-24 00:00:00,1.99,False
505 Games,2017-02-09 00:00:00,9.99,False
,2017-05-24 00:00:00,9.99,False
Frismos,2017-01-05 00:00:00,4.99,False
gsmpcgame,2017-05-24 00:00:00,9.99,False
Siberian Digital,2017-05-24 00:00:00,0.99,False
Khundar,2017-05-23 00:00:00,3.99,False
"NIS America, Inc.",2017-05-23 00:00:00,Free,False
,2017-05-23 00:00:00,7.99,False
,2017-05-23 00:00:00,2.99,False
,2017-05-23 00:00:00,2.99,False
,2017-05-23 00:00:00,2.99,False
Paradox Interactive,2017-05-23 00:00:00,39.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-23 00:00:00,49.99,False
HeR Interactive,2001-08-20 00:00:00,9.99,False
BANDAI NAMCO Entertainment,2017-05-22 00:00:00,19.99,False
,2017-05-22 00:00:00,5.99,False
,2017-05-22 00:00:00,4.99,False
Varia Games,2017-05-22 00:00:00,9.99,False
GameHouse,2017-05-23 00:00:00,2.99,False
"Act 3 Games, LLC",2017-05-23 00:00:00,9.99,False
Craig Daversa,2017-05-19 00:00:00,4.99,False
GameHouse,2017-05-23 00:00:00,12.99,False
The Selenite Forge,2017-05-19 00:00:00,14.99,False
AVP,2017-05-21 00:00:00,0.99,True
Indie Games Studio,2017-05-21 00:00:00,1.99,False
FreezeNova,2017-05-21 00:00:00,0.99,False
Gameforge 4D GmbH,2017-05-22 00:00:00,119.99,False
FeelThere,2017-05-22 00:00:00,9.99,False
Gameforge 4D GmbH,2017-05-22 00:00:00,,False
Kalypso Media Digital,2002-08-30 00:00:00,5.99,False
Kalypso Media Digital,2001-01-24 00:00:00,5.99,False
Sparkypants Studios LLC,2017-05-22 00:00:00,9.99,False
Kalypso Media Digital,2007-12-07 00:00:00,5.99,False
Netcore Games,2017-05-19 00:00:00,5.99,False
Sindiecate Arts,2017-05-19 00:00:00,6.99,False
Sindiecate Arts,2017-05-19 00:00:00,3.99,False
,2017-05-19 00:00:00,1.99,False
,2017-05-19 00:00:00,0.99,False
BefuddleBug,2017-05-19 00:00:00,4.99,True
,2017-05-19 00:00:00,9.99,False
Endless Loop Studios,2017-05-19 00:00:00,4.99,False
KISS ltd,2017-05-19 00:00:00,5.99,False
Positech Games,2017-05-18 00:00:00,17.99,True
SteelRaven7,2017-05-18 00:00:00,14.99,True
Dovetail Games,2017-05-18 00:00:00,24.99,True
Artifex Mundi,2017-05-18 00:00:00,9.99,False
505Games,2017-05-18 00:00:00,7.99,False
Cat Nigiri,2017-08-31 00:00:00,4.99,False
,2017-05-18 00:00:00,9.99,False
,2017-05-17 00:00:00,8.99,False
Holotech Studios,2017-05-17 00:00:00,299.99,False
Dovetail Games,2017-05-17 00:00:00,4.99,False
Happy Robot Games,2017-05-17 00:00:00,5.99,False
ANPA.US,2017-05-17 00:00:00,1.99,False
,2017-05-17 00:00:00,2.99,False
Focus Home Interactive,2017-05-15 00:00:00,2.99,False
Luxorix Games,2017-05-17 00:00:00,9.99,False
,2017-02-07 00:00:00,2.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-15 00:00:00,19.99,False
Surf Monster Studio,2017-05-15 00:00:00,3.99,True
Aerosoft GmbH,2017-05-16 00:00:00,29.99,False
L1gh7 (BriJee),2018-03-30 00:00:00,,False
,2017-05-16 00:00:00,7.99,False
Tephra,2017-05-15 00:00:00,8.99,True
Bohemia Interactive,2017-05-16 00:00:00,11.99,False
Darewise Entertainment,2017-05-16 00:00:00,24.99,True
,2017-05-16 00:00:00,4.99,False
"NIS America, Inc.",2017-05-16 00:00:00,4.99,False
,2017-05-17 00:00:00,3.99,False
Interplay Entertainment Corp.,1994-01-01 00:00:00,9.99,False
,2015-09-01 00:00:00,2.99,False
净土制作室,2017-05-17 00:00:00,14.99,False
,2017-05-17 00:00:00,6.99,False
Broken Rules,2017-05-17 00:00:00,7.99,False
,2017-05-17 00:00:00,Free,False
Illwinter Game Design,2017-05-18 00:00:00,4.99,True
Dovetail Games - Trains,2017-05-18 00:00:00,39.99,False
Aerosoft GmbH,2017-05-18 00:00:00,29.99,False
Nomad Games,2017-05-18 00:00:00,3.99,False
Klabater,2017-05-18 00:00:00,24.99,False
Alawar Premium,2017-05-18 00:00:00,3.99,False
"NIS America, Inc.",2017-05-16 00:00:00,4.99,False
,2017-05-16 00:00:00,11.99,False
"NIS America, Inc.",2017-05-16 00:00:00,39.99,False
,2017-05-16 00:00:00,2.99,False
,2017-05-16 00:00:00,2.99,False
,2017-05-16 00:00:00,2.99,False
,2017-05-15 00:00:00,4.99,False
,2017-05-16 00:00:00,2.99,False
,2017-05-15 00:00:00,4.99,False
,2017-05-15 00:00:00,5.99,False
Interplay Entertainment Corp.,2017-05-15 00:00:00,19.99,False
Trion Worlds,2017-05-15 00:00:00,29.99,False
,2017-05-15 00:00:00,9.99,False
Digital Tribe,2017-05-15 00:00:00,2.99,False
,2017-05-12 00:00:00,6.99,False
Focus Home Interactive,2017-05-15 00:00:00,39.99,False
9 Eyes Game Studio,2017-05-12 00:00:00,2.99,False
Choice of Games,2014-12-12 00:00:00,4.99,False
rokaplay,2017-05-12 00:00:00,6.99,False
DEVGRU-P,2017-05-11 00:00:00,9.99,False
Choice of Games,2014-05-16 00:00:00,3.99,False
Tomatotrap,2017-05-11 00:00:00,5.99,False
The Sleeping Machine,2017-05-11 00:00:00,4.99,False
,2016-03-08 00:00:00,2.99,False
,2016-11-15 00:00:00,2.99,False
Artees,2017-05-11 00:00:00,4.99,True
xrrawva,2017-05-11 00:00:00,Free,False
,2017-05-11 00:00:00,1.99,False
,2017-05-11 00:00:00,Free,False
Nullray Gaming,2017-05-11 00:00:00,10.99,True
Teamomega,2017-05-10 00:00:00,0.99,False
Aerosoft GmbH,2017-05-12 00:00:00,24.99,False
34BigThings srl,2017-05-12 00:00:00,7.99,False
Paleno Games,2017-05-12 00:00:00,0.99,False
Light Bringer Games inc.,2016-02-19 00:00:00,Free To Play,False
izzYFoxDev,2017-05-12 00:00:00,1.99,True
Sekai Project,2017-05-12 00:00:00,9.99,False
Warfare Studios,2017-05-12 00:00:00,3.99,False
Jollyfish Games,2017-05-14 00:00:00,4.99,True
ANPA.US,2017-05-15 00:00:00,2.99,False
TopWare Interactive,2017-05-15 00:00:00,7.99,False
,2017-05-15 00:00:00,6.99,False
,2017-05-15 00:00:00,4.99,False
TopWare Interactive,2017-05-15 00:00:00,2.99,False
TopWare Interactive,2017-05-15 00:00:00,6.99,False
Paper Cult,2017-05-15 00:00:00,9.99,False
Apar Games,2017-05-12 00:00:00,8.99,True
IzHard,2017-05-12 00:00:00,7.99,False
IzHard,2017-05-12 00:00:00,2.99,False
TopWare Interactive,2017-05-15 00:00:00,6.99,False
Tlakali Game Studio,2017-05-11 00:00:00,9.99,False
,2017-05-11 00:00:00,4.99,False
,2017-05-11 00:00:00,11.99,False
,2017-05-11 00:00:00,23.99,False
rokaplay,2017-05-11 00:00:00,6.99,False
Stardock,2017-05-11 00:00:00,4.99,False
Michaela Laws,2017-05-11 00:00:00,15.99,False
rokaplay,2017-05-10 00:00:00,6.99,False
,2017-05-10 00:00:00,Free,False
Abbey Games,2017-05-10 00:00:00,7.49,False
"LEVER Software, Enjoy Games",2016-06-29 00:00:00,2.99,False
"NIS America, Inc.",2017-05-10 00:00:00,Free,False
,2017-05-10 00:00:00,5.99,False
GAMES FOR HUMANS,2017-05-10 00:00:00,0.99,False
"Acoustica, Inc.",2017-05-08 00:00:00,49.99,False
Rebellion,2017-05-11 00:00:00,3.99,False
Rebellion,2017-05-11 00:00:00,9.99,False
Badim,2017-05-10 00:00:00,2.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,4.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,3.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,3.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
CodeBullet,2017-05-10 00:00:00,14.99,True
Devolver Digital,2017-05-10 00:00:00,14.99,False
Rebellion,2017-05-11 00:00:00,0.99,False
Tencent Games,2017-05-10 00:00:00,4.99,False
DimleTeam,2017-05-10 00:00:00,8.99,False
Aerosoft GmbH,2017-05-11 00:00:00,14.99,False
CCP,2017-05-09 00:00:00,9.99,False
CCP,2017-05-09 00:00:00,19.99,False
CCP,2017-05-09 00:00:00,39.99,False
CCP,2017-05-09 00:00:00,99.99,False
CCP,2017-05-09 00:00:00,4.99,False
CCP,2017-05-09 00:00:00,249.99,False
CCP,2017-05-09 00:00:00,499.99,False
Big Fish Games,2017-05-05 00:00:00,9.99,False
Green Moss Game,2017-04-28 00:00:00,4.99,True
StevenHarmonGames,2017-05-05 00:00:00,Free,False
,2017-05-02 00:00:00,4.99,False
SC Jogos,2017-05-05 00:00:00,2.97,True
Sekai Project,2017-05-05 00:00:00,2.99,False
Sekai Project,2017-05-05 00:00:00,0.99,False
FeelThere,2017-05-05 00:00:00,9.99,False
Solid Patterns,2017-05-05 00:00:00,Free To Play,True
Kongregate,2017-05-05 00:00:00,Free to Play,False
Digerati Distribution,2017-05-05 00:00:00,4.99,False
Borokai Studio,2017-05-26 00:00:00,4.99,False
NCH Software,2017-05-05 00:00:00,49.99,False
Absorbed Studios,2017-05-05 00:00:00,Free To Play,False
Ardi Studio,2017-05-05 00:00:00,0.99,False
Aldorlea Games,2017-05-05 00:00:00,3.99,False
Curve Digital,2017-05-08 00:00:00,4.99,False
,2017-05-08 00:00:00,9.99,False
David Schneider,2017-05-08 00:00:00,4.99,False
Casioqu,2017-05-08 00:00:00,0.99,False
Con Artist Games,2017-05-08 00:00:00,,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,6.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
"Mad Dog Games, LLC",2017-05-08 00:00:00,19.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
"KOEI TECMO GAMES CO., LTD.",2017-05-08 00:00:00,1.99,False
RCG,2017-05-09 00:00:00,Free,False
Soccer Manager Ltd,2017-05-09 00:00:00,,False
bch waves studio,2017-05-08 00:00:00,4.99,False
,2017-05-09 00:00:00,Free,False
RCG,2017-05-09 00:00:00,0.99,False
Brantisky Interactive,2017-05-07 00:00:00,8.99,True
KAMAi MEDIA,2017-05-09 00:00:00,3.99,True
VisualArts,2017-05-08 00:00:00,9.99,False
Michael Klaus Schmidt,2017-05-08 00:00:00,4.99,True
Rain Games,2017-05-05 00:00:00,1.99,False
Gameforge 4D GmbH,2006-12-17 00:00:00,Free to Play,False
ANPA.US,2017-05-08 00:00:00,4.99,False
2Chance Projects,2017-05-08 00:00:00,1.99,False
,2017-05-04 00:00:00,9.99,False
Octopus Tree,2017-05-04 00:00:00,14.99,True
Akimbo Creations,2017-01-10 00:00:00,9.99,False
Plug In Digital,2017-05-04 00:00:00,4.99,False
