funny,last_edited,item_id,helpful,recommend,review,posted
,,214190,0 of 3 people (0%) found this review helpful,False,0,2015-01-03
,Last edited January 3.,51100,No ratings yet,False,0,2015-10-14
,,1840,No ratings yet,True,2,2015-03-20
,,330710,3 of 5 people (60%) found this review helpful,True,2,2014-11-30
,,243870,0 of 1 people (0%) found this review helpful,False,0,2014-09-25
,,286160,1 of 2 people (50%) found this review helpful,True,1,2015-06-12
,,40970,1 of 2 people (50%) found this review helpful,True,2,2015-04-15
1 person found this review funny,,512540,6 of 34 people (18%) found this review helpful,True,2,2016-09-03
,,339800,No ratings yet,True,1,2015-12-26
,,8930,No ratings yet,True,1,2015-08-15
,,239820,No ratings yet,True,2,2014-12-17
,,313120,No ratings yet,True,2,2015-01-25
,,104900,No ratings yet,True,2,2014-06-19
,,242800,No ratings yet,False,0,2014-04-29
,,233720,No ratings yet,True,1,2013-12-26
,,72850,No ratings yet,True,2,2013-04-18
1 person found this review funny,,105600,1 of 1 people (100%) found this review helpful,True,2,2015-08-17
1 person found this review funny,,570,No ratings yet,True,1,2015-06-14
,,207140,No ratings yet,True,1,2014-03-11
,,253710,3 of 5 people (60%) found this review helpful,True,2,2014-06-13
1 person found this review funny,Last edited March 25.,230410,0 of 3 people (0%) found this review helpful,False,0,2016-03-25
,,4000,1 of 1 people (100%) found this review helpful,True,2,2013-12-01
,,204300,0 of 1 people (0%) found this review helpful,False,0,2013-12-25
,,201870,2 of 7 people (29%) found this review helpful,False,0,2013-12-25
,,12200,No ratings yet,True,1,2013-12-29
,,113400,No ratings yet,True,1,2013-12-25
,,49520,No ratings yet,True,2,2013-12-25
,,12210,No ratings yet,False,0,2013-12-01
,,10180,2 of 3 people (67%) found this review helpful,True,1,2016-08-16
,,209870,No ratings yet,True,1,2016-08-26
,,550,No ratings yet,True,1,2016-08-16
,,271290,No ratings yet,True,1,2015-03-13
,,319630,No ratings yet,True,2,2015-03-24
,,236850,No ratings yet,True,1,2014-10-05
,,282800,2 of 3 people (67%) found this review helpful,True,1,2014-12-28
,,49520,1 of 1 people (100%) found this review helpful,True,1,2014-01-05
,,440,No ratings yet,True,1,2013-11-29
,,212680,No ratings yet,True,1,2014-06-27
,,203770,No ratings yet,True,2,2014-06-26
1 person found this review funny,,202970,1 of 3 people (33%) found this review helpful,True,2,2014-07-05
,,322330,No ratings yet,True,1,2016-02-13
,,211820,1 of 3 people (33%) found this review helpful,True,1,2015-01-31
1 person found this review funny,,310080,1 of 1 people (100%) found this review helpful,True,1,2015-02-12
,,31280,1 of 2 people (50%) found this review helpful,True,1,2014-07-04
,,301520,No ratings yet,True,1,2015-05-23
,,113200,No ratings yet,True,2,2014-12-20
,,282070,No ratings yet,True,2,2014-11-21
,,391540,0 of 1 people (0%) found this review helpful,True,2,2016-02-16
1 person found this review funny,,730,5 of 7 people (71%) found this review helpful,True,1,2013-12-11
,,237930,No ratings yet,True,2,2014-06-29
,,570,1 of 1 people (100%) found this review helpful,True,2,2013-07-03
,,730,No ratings yet,True,1,2016-04-22
,,211820,No ratings yet,True,1,2014-01-15
7 people found this review funny,,620,81 of 97 people (84%) found this review helpful,True,2,2014-10-31
,,281690,3 of 3 people (100%) found this review helpful,True,1,2015-08-16
,"Last edited May 6, 2015.",268090,6 of 9 people (67%) found this review helpful,True,2,2015-01-27
,,377160,0 of 3 people (0%) found this review helpful,True,2,2016-06-03
,,201810,No ratings yet,True,2,2015-05-04
1 person found this review funny,Last edited September 9.,104900,1 of 3 people (33%) found this review helpful,False,0,2016-09-09
,,244850,No ratings yet,True,1,2014-04-11
,,550,No ratings yet,True,2,2013-12-25
,,218620,1 of 6 people (17%) found this review helpful,True,1,2015-10-16
,,218620,1 of 6 people (17%) found this review helpful,True,1,2015-10-16
,,8930,No ratings yet,True,2,2013-12-29
,,248570,No ratings yet,True,2,2014-11-20
,,8870,No ratings yet,True,2,2014-05-21
,,206190,No ratings yet,True,2,2013-12-29
,,224960,1 of 1 people (100%) found this review helpful,True,1,2013-12-06
,,4000,1 of 1 people (100%) found this review helpful,True,1,2013-05-03
,,412880,1 of 3 people (33%) found this review helpful,True,2,2016-02-05
,"Last edited December 27, 2014.",44350,No ratings yet,True,2,2014-12-27
,"Last edited February 2, 2014.",204100,No ratings yet,True,2,2013-11-08
,,102500,1 of 2 people (50%) found this review helpful,True,2,2013-12-10
,,226700,3 of 7 people (43%) found this review helpful,True,2,2013-03-19
1 person found this review funny,,39690,2 of 5 people (40%) found this review helpful,True,1,2010-10-16
,,232430,0 of 1 people (0%) found this review helpful,True,2,2014-01-03
,,265550,3 of 5 people (60%) found this review helpful,True,2,2014-09-19
,,22380,1 of 2 people (50%) found this review helpful,True,2,2014-09-21
,,377160,1 of 4 people (25%) found this review helpful,True,2,2015-11-16
,,397340,No ratings yet,True,2,2016-03-29
,,320300,No ratings yet,True,1,2016-01-05
,,322170,1 of 1 people (100%) found this review helpful,True,2,2016-07-01
,,10150,5 of 7 people (71%) found this review helpful,True,2,2014-01-02
,,320040,No ratings yet,True,2,2016-09-17
,,620,No ratings yet,True,2,2014-05-03
,,24240,No ratings yet,True,2,2014-04-29
,,730,0 of 2 people (0%) found this review helpful,True,1,2015-12-30
,,239350,No ratings yet,True,2,2013-12-26
,,261570,1 of 1 people (100%) found this review helpful,True,2,2015-03-16
,,372000,No ratings yet,False,0,2016-03-29
,,570,1 of 1 people (100%) found this review helpful,True,2,2014-02-24
,,245550,No ratings yet,True,2,2014-07-23
,,301520,No ratings yet,True,2,2014-07-09
,,218130,No ratings yet,True,2,2013-11-29
,,209650,1 of 2 people (50%) found this review helpful,False,0,2015-01-19
,,570,No ratings yet,True,2,2014-09-17
,,200210,No ratings yet,True,2,2014-04-21
,,250900,No ratings yet,True,1,2015-02-02
,,440,No ratings yet,True,2,2014-06-12
,,630,1 of 2 people (50%) found this review helpful,True,1,2013-12-16
,,265930,30 of 40 people (75%) found this review helpful,True,1,2014-06-21
,Last edited June 22.,218620,No ratings yet,True,1,2015-10-15
,,214870,No ratings yet,True,2,2015-05-30
,,317360,No ratings yet,True,1,2014-10-26
,,24960,No ratings yet,False,0,2014-07-08
,,250180,No ratings yet,True,2,2014-06-02
,,234710,No ratings yet,True,1,2014-02-20
,,271590,No ratings yet,True,1,2015-04-13
,,224600,2 of 4 people (50%) found this review helpful,True,2,2013-12-29
,,440,1 of 1 people (100%) found this review helpful,True,1,2015-11-17
2 people found this review funny,,211420,2 of 2 people (100%) found this review helpful,True,1,2016-06-27
,,440,No ratings yet,True,2,2012-03-23
,,221100,0 of 6 people (0%) found this review helpful,True,2,2015-09-14
1 person found this review funny,,730,2 of 2 people (100%) found this review helpful,True,2,2015-10-05
,,207610,2 of 2 people (100%) found this review helpful,True,1,2014-06-30
,,230410,2 of 3 people (67%) found this review helpful,True,1,2014-08-03
,,220240,No ratings yet,True,1,2014-11-21
1 person found this review funny,"Last edited December 13, 2015.",211820,2 of 2 people (100%) found this review helpful,True,2,2014-01-26
,,730,No ratings yet,True,2,2015-02-28
4 people found this review funny,Last edited August 5.,498240,20 of 25 people (80%) found this review helpful,False,0,2016-08-05
,,226700,0 of 1 people (0%) found this review helpful,True,1,2014-06-19
,,370240,No ratings yet,False,0,2016-04-16
,,233270,3 of 6 people (50%) found this review helpful,False,0,2014-12-17
2 people found this review funny,,32430,10 of 18 people (56%) found this review helpful,False,0,2015-07-16
,,245280,0 of 1 people (0%) found this review helpful,True,1,2015-08-18
,,550,No ratings yet,True,1,2014-01-05
,,630,No ratings yet,True,1,2013-12-21
1 person found this review funny,,211780,35 of 36 people (97%) found this review helpful,True,2,2015-12-24
,,570,1 of 1 people (100%) found this review helpful,True,2,2014-06-11
,,72850,No ratings yet,True,2,2013-11-26
,,218230,No ratings yet,True,2,2013-11-26
,,230410,No ratings yet,True,2,2013-11-26
,,289950,5 of 5 people (100%) found this review helpful,True,1,2015-06-22
,,211500,4 of 5 people (80%) found this review helpful,True,2,2015-01-03
,,227940,0 of 5 people (0%) found this review helpful,True,2,2016-06-23
,,220200,No ratings yet,True,2,2014-11-17
,,218620,8 of 9 people (89%) found this review helpful,False,0,2015-10-20
,,419070,1 of 2 people (50%) found this review helpful,True,2,2015-12-04
,,270550,4 of 9 people (44%) found this review helpful,False,0,2015-01-24
1 person found this review funny,,440,2 of 6 people (33%) found this review helpful,False,0,2016-05-14
,,252490,0 of 1 people (0%) found this review helpful,True,1,2016-07-08
,,304430,No ratings yet,True,1,2016-07-09
,,104900,No ratings yet,True,1,2015-10-09
1 person found this review funny,,364360,2 of 2 people (100%) found this review helpful,True,2,2016-05-25
,,356500,1 of 1 people (100%) found this review helpful,True,2,2016-05-06
,,236430,0 of 1 people (0%) found this review helpful,True,2,2014-06-21
,,292030,No ratings yet,True,2,2016-02-07
2 people found this review funny,,256010,8 of 13 people (62%) found this review helpful,False,0,2015-06-03
,,109400,No ratings yet,True,1,2013-12-06
,,220,1 of 1 people (100%) found this review helpful,True,2,2015-06-18
,,208480,1 of 3 people (33%) found this review helpful,False,0,2015-06-03
,,218620,2 of 2 people (100%) found this review helpful,True,1,2015-02-27
,,211820,No ratings yet,True,2,2014-01-13
,,220200,No ratings yet,True,2,2013-11-19
,,105600,No ratings yet,True,1,2013-09-04
,,218620,2 of 2 people (100%) found this review helpful,True,1,2015-02-27
,,211820,No ratings yet,True,2,2014-01-13
,,220200,No ratings yet,True,2,2013-11-19
,,105600,No ratings yet,True,1,2013-09-04
,Last edited May 27.,730,0 of 1 people (0%) found this review helpful,True,2,2016-05-18
,,274900,0 of 1 people (0%) found this review helpful,True,2,2015-12-04
,,314160,No ratings yet,True,2,2016-01-04
,,287450,1 of 1 people (100%) found this review helpful,True,2,2014-07-30
,,244850,No ratings yet,True,2,2014-06-27
,,346010,No ratings yet,True,2,2015-03-09
,,319630,No ratings yet,True,1,2016-08-03
,,17520,1 of 1 people (100%) found this review helpful,True,2,2014-06-25
,,12120,1 of 1 people (100%) found this review helpful,True,2,2014-05-24
,,270170,1 of 2 people (50%) found this review helpful,False,0,2014-09-04
,,225140,No ratings yet,True,1,2014-05-24
,,211600,No ratings yet,True,2,2014-05-24
,,42910,No ratings yet,True,1,2014-05-11
,,223470,No ratings yet,True,2,2014-02-15
,,211820,0 of 3 people (0%) found this review helpful,True,2,2013-12-06
,,230410,1 of 1 people (100%) found this review helpful,True,2,2014-01-04
1 person found this review funny,,221100,0 of 7 people (0%) found this review helpful,True,2,2016-01-25
,Last edited April 13.,292030,2 of 2 people (100%) found this review helpful,True,2,2016-04-12
,,570,0 of 1 people (0%) found this review helpful,True,2,2014-08-22
,,223470,No ratings yet,True,1,2014-09-16
,,49520,No ratings yet,True,2,2013-03-30
2 people found this review funny,,427520,1 of 1 people (100%) found this review helpful,True,2,2016-07-06
1 person found this review funny,,304930,0 of 1 people (0%) found this review helpful,False,0,2016-06-25
,,255710,0 of 1 people (0%) found this review helpful,True,2,2016-03-01
,,105600,No ratings yet,True,2,2015-05-03
1 person found this review funny,,271590,1 of 3 people (33%) found this review helpful,True,2,2015-04-16
,,730,1 of 3 people (33%) found this review helpful,False,0,2015-09-29
,,40800,2 of 4 people (50%) found this review helpful,True,1,2013-11-27
3 people found this review funny,,241930,3 of 8 people (38%) found this review helpful,False,0,2015-09-05
1 person found this review funny,,224500,1 of 12 people (8%) found this review helpful,False,0,2015-07-02
1 person found this review funny,"Last edited July 2, 2015.",38410,4 of 90 people (4%) found this review helpful,False,0,2013-12-12
,,206420,0 of 1 people (0%) found this review helpful,True,2,2013-11-29
,,270370,No ratings yet,True,2,2016-08-31
,,310790,No ratings yet,True,1,2015-05-23
,"Last edited April 28, 2015.",72850,No ratings yet,True,2,2015-04-26
,,257510,No ratings yet,True,2,2014-12-14
,"Last edited November 25, 2014.",204530,No ratings yet,True,2,2013-10-22
,,206500,No ratings yet,True,1,2012-11-23
,,33930,No ratings yet,True,2,2011-12-29
,,225360,389 of 572 people (68%) found this review helpful,False,0,2013-11-27
,,113400,No ratings yet,True,2,2014-02-01
,,235600,No ratings yet,True,1,2014-01-21
,,730,No ratings yet,True,2,2015-05-16
,,224600,3 of 5 people (60%) found this review helpful,False,0,2014-02-25
,,216150,1 of 1 people (100%) found this review helpful,True,2,2016-04-23
,,451840,15 of 32 people (47%) found this review helpful,True,2,2016-04-16
,,290080,3 of 9 people (33%) found this review helpful,False,0,2016-01-04
,Last edited April 14.,342550,4 of 7 people (57%) found this review helpful,True,2,2015-08-23
,,377160,1 of 3 people (33%) found this review helpful,True,1,2015-11-15
,,220,No ratings yet,True,1,2016-05-16
,,356500,No ratings yet,True,2,2016-03-04
,Last edited January 30.,307780,No ratings yet,False,0,2015-04-14
1 person found this review funny,"Last edited December 25, 2015.",730,2 of 2 people (100%) found this review helpful,False,0,2015-07-16
,,440,1 of 2 people (50%) found this review helpful,True,2,2015-05-23
,,346010,0 of 1 people (0%) found this review helpful,True,2,2015-04-12
1 person found this review funny,,209000,0 of 2 people (0%) found this review helpful,True,1,2015-03-29
1 person found this review funny,,320,6 of 15 people (40%) found this review helpful,False,0,2015-04-11
,,4000,No ratings yet,True,2,2015-07-29
,,72850,No ratings yet,True,2,2013-11-30
,,429700,5 of 7 people (71%) found this review helpful,True,1,2016-09-15
1 person found this review funny,,458830,0 of 2 people (0%) found this review helpful,True,2,2016-08-19
,,440,2 of 4 people (50%) found this review helpful,True,2,2013-12-09
,,107410,0 of 1 people (0%) found this review helpful,False,0,2014-05-17
,,4000,3 of 3 people (100%) found this review helpful,True,1,2014-01-11
,,32800,0 of 1 people (0%) found this review helpful,True,2,2016-01-11
,,10500,No ratings yet,True,2,2015-10-21
,,220200,0 of 1 people (0%) found this review helpful,True,1,2014-06-30
,,330840,No ratings yet,True,1,2014-12-27
,,212680,3 of 3 people (100%) found this review helpful,True,1,2013-08-27
1 person found this review funny,"Last edited August 27, 2014.",240,2 of 2 people (100%) found this review helpful,True,1,2012-08-11
,,440,1 of 1 people (100%) found this review helpful,True,2,2012-07-14
,"Last edited July 5, 2014.",440,No ratings yet,True,2,2013-02-28
,,252490,1 of 2 people (50%) found this review helpful,True,2,2014-02-21
,,49520,1 of 3 people (33%) found this review helpful,True,1,2014-08-22
,,8870,No ratings yet,True,1,2014-07-09
,,7940,No ratings yet,True,2,2014-04-21
,Last edited March 28.,12100,1 of 2 people (50%) found this review helpful,True,2,2016-03-28
,"Last edited May 1, 2015.",9480,No ratings yet,False,0,2015-05-01
5 people found this review funny,,440,229 of 255 people (90%) found this review helpful,True,2,2014-06-19
,,292240,9 of 12 people (75%) found this review helpful,True,2,2014-05-15
,,220780,2 of 2 people (100%) found this review helpful,True,2,2014-05-25
,,291480,No ratings yet,True,2,2016-04-05
1 person found this review funny,,271590,No ratings yet,True,1,2016-02-09
,,220240,No ratings yet,True,2,2015-06-13
,Last edited June 22.,113400,No ratings yet,False,0,2015-06-13
1 person found this review funny,,346110,2 of 2 people (100%) found this review helpful,True,1,2015-07-03
,,49520,1 of 1 people (100%) found this review helpful,True,1,2016-02-17
,,252490,1 of 2 people (50%) found this review helpful,True,2,2015-01-27
,,461560,No ratings yet,True,2,2016-08-07
,,389570,No ratings yet,True,2,2015-08-17
,,322330,No ratings yet,True,2,2015-03-06
,,204300,No ratings yet,True,2,2014-08-30
,,301520,No ratings yet,True,1,2015-03-14
,,113200,No ratings yet,True,2,2013-11-28
,,224600,0 of 1 people (0%) found this review helpful,True,2,2014-01-19
,"Last edited April 27, 2015.",72850,No ratings yet,False,0,2014-03-24
,,730,0 of 1 people (0%) found this review helpful,True,2,2016-02-13
,,730,0 of 1 people (0%) found this review helpful,True,2,2016-02-13
2 people found this review funny,,33210,0 of 1 people (0%) found this review helpful,True,1,2016-03-27
,,730,0 of 1 people (0%) found this review helpful,True,2,2014-06-27
,,271590,No ratings yet,False,0,2015-04-13
2 people found this review funny,,224260,1 of 2 people (50%) found this review helpful,True,2,2013-11-27
,,301520,0 of 2 people (0%) found this review helpful,True,1,2016-08-13
,,263280,No ratings yet,True,1,2016-04-04
,,262410,No ratings yet,False,0,2014-06-05
,,250600,No ratings yet,False,0,2014-03-01
,,251570,3 of 7 people (43%) found this review helpful,True,1,2014-05-21
,,107410,0 of 1 people (0%) found this review helpful,False,0,2015-04-12
,,440,0 of 1 people (0%) found this review helpful,False,0,2014-09-04
,,221100,0 of 1 people (0%) found this review helpful,True,1,2014-02-16
,,72850,0 of 1 people (0%) found this review helpful,True,1,2014-02-16
,,304930,No ratings yet,True,1,2015-07-18
,,99900,No ratings yet,True,1,2013-12-08
,,730,1 of 2 people (50%) found this review helpful,True,1,2016-06-25
,,239140,No ratings yet,True,2,2015-09-23
1 person found this review funny,,232890,2 of 5 people (40%) found this review helpful,True,2,2016-06-25
,,362890,No ratings yet,True,2,2015-11-08
1 person found this review funny,,730,No ratings yet,False,0,2016-01-05
,,304930,No ratings yet,True,2,2015-08-15
,,304050,0 of 1 people (0%) found this review helpful,False,0,2016-04-21
,,371660,1 of 5 people (20%) found this review helpful,False,0,2016-04-21
,,225540,No ratings yet,True,1,2016-01-11
,,480631,3 of 6 people (50%) found this review helpful,False,0,2016-07-25
,,271590,No ratings yet,True,2,2015-06-01
,,440,No ratings yet,True,2,2014-01-15
,,239820,0 of 1 people (0%) found this review helpful,True,2,2015-03-13
,,2450,0 of 1 people (0%) found this review helpful,True,1,2014-11-29
,Last edited January 9.,4000,No ratings yet,True,2,2016-01-08
,"Last edited November 7, 2015.",359050,No ratings yet,True,1,2015-11-07
,,312990,No ratings yet,True,2,2015-09-22
1 person found this review funny,Last edited August 12.,275850,21 of 27 people (78%) found this review helpful,False,0,2016-08-12
,"Last edited June 28, 2014.",274190,No ratings yet,True,2,2014-06-28
,,227300,No ratings yet,True,2,2014-01-02
,,244870,1 of 2 people (50%) found this review helpful,True,1,2014-11-19
,,239820,0 of 2 people (0%) found this review helpful,True,2,2013-12-03
1 person found this review funny,,222880,2 of 2 people (100%) found this review helpful,True,2,2015-01-03
,,730,No ratings yet,True,1,2014-08-16
,"Last edited July 26, 2015.",22380,No ratings yet,True,2,2015-07-25
,,238460,No ratings yet,True,1,2015-06-19
,"Last edited October 25, 2015.",206500,No ratings yet,True,2,2015-06-18
,,99900,No ratings yet,True,2,2015-06-18
,,206420,No ratings yet,True,1,2015-06-13
1 person found this review funny,,204360,No ratings yet,True,1,2015-06-13
,,4000,No ratings yet,True,1,2014-08-11
1 person found this review funny,Last edited January 6.,373390,2 of 2 people (100%) found this review helpful,True,2,2016-01-06
,,368230,No ratings yet,True,1,2016-04-12
,,620,No ratings yet,True,2,2015-06-28
,,244930,23 of 34 people (68%) found this review helpful,False,0,2015-04-02
,,355840,1 of 3 people (33%) found this review helpful,True,1,2015-04-02
,,221100,0 of 1 people (0%) found this review helpful,False,0,2014-09-28
,,72850,0 of 1 people (0%) found this review helpful,True,2,2014-01-03
,,17080,0 of 1 people (0%) found this review helpful,True,1,2013-01-15
,,33930,0 of 1 people (0%) found this review helpful,True,2,2012-12-26
,,230410,0 of 2 people (0%) found this review helpful,True,2,2013-12-16
,,218230,No ratings yet,True,2,2015-06-30
,,267550,No ratings yet,True,2,2014-06-25
,,440,No ratings yet,True,2,2014-11-11
,Last edited August 6.,200210,No ratings yet,True,2,2014-08-29
,,303210,No ratings yet,True,1,2015-10-01
,,233720,5 of 9 people (56%) found this review helpful,True,2,2013-09-05
,,251370,4 of 8 people (50%) found this review helpful,True,2,2013-10-17
,,70310,2 of 6 people (33%) found this review helpful,True,1,2012-11-01
8 people found this review funny,,432020,14 of 78 people (18%) found this review helpful,True,2,2016-01-07
,,4000,No ratings yet,True,1,2014-09-29
,,413150,No ratings yet,True,2,2016-04-11
,,209160,No ratings yet,True,2,2014-09-03
,,313120,1 of 2 people (50%) found this review helpful,True,2,2015-06-20
,,440,0 of 3 people (0%) found this review helpful,True,2,2015-07-05
,,304930,No ratings yet,True,2,2015-06-22
,,208090,No ratings yet,True,1,2014-02-21
,,302830,No ratings yet,True,1,2015-09-04
,,391460,No ratings yet,True,2,2015-08-28
,"Last edited December 8, 2015.",239140,1 of 3 people (33%) found this review helpful,True,2,2015-12-08
,,387990,0 of 1 people (0%) found this review helpful,True,2,2016-01-31
2 people found this review funny,,34900,3 of 4 people (75%) found this review helpful,True,1,2015-07-26
,,8870,1 of 1 people (100%) found this review helpful,True,1,2014-02-12
,,377160,No ratings yet,True,2,2015-12-05
,,201790,No ratings yet,True,2,2014-06-13
,,730,No ratings yet,True,2,2014-02-22
,,241600,No ratings yet,True,2,2013-12-15
,,225540,0 of 2 people (0%) found this review helpful,True,1,2016-01-31
3 people found this review funny,,570,1 of 1 people (100%) found this review helpful,True,2,2015-07-12
,,383080,No ratings yet,True,1,2015-07-31
,,109400,No ratings yet,True,2,2015-01-19
,"Last edited January 3, 2015.",304930,No ratings yet,False,0,2014-12-17
,,248570,No ratings yet,True,2,2015-05-08
,,250600,No ratings yet,True,1,2014-03-16
,,230410,No ratings yet,True,2,2014-01-25
,,630,No ratings yet,True,2,2013-12-04
,,570,No ratings yet,True,2,2016-07-10
,,730,No ratings yet,True,2,2016-09-04
,,214950,11 of 19 people (58%) found this review helpful,False,0,2013-12-29
,"Last edited March 19, 2015.",236150,No ratings yet,True,1,2015-02-22
3 people found this review funny,,570,2 of 3 people (67%) found this review helpful,True,2,2015-01-15
,,274940,2 of 2 people (100%) found this review helpful,True,2,2016-08-19
,,730,1 of 1 people (100%) found this review helpful,False,0,2016-08-11
2 people found this review funny,,221380,0 of 17 people (0%) found this review helpful,False,0,2016-07-03
,,105600,No ratings yet,True,2,2014-08-04
,,230410,No ratings yet,True,2,2014-08-22
,,252950,No ratings yet,False,0,2016-07-02
,"Last edited November 13, 2015.",218620,No ratings yet,True,1,2015-11-08
,,49520,2 of 2 people (100%) found this review helpful,True,2,2014-07-12
,,335300,2 of 2 people (100%) found this review helpful,True,1,2016-02-06
,,211420,No ratings yet,True,2,2016-02-06
,,730,No ratings yet,True,2,2016-02-06
,,40800,No ratings yet,True,1,2016-07-12
,,265930,No ratings yet,True,1,2014-11-30
,,252490,No ratings yet,True,2,2014-10-29
,,49520,No ratings yet,True,1,2014-10-03
,,312150,No ratings yet,True,2,2014-10-01
,"Last edited November 26, 2013.",248820,No ratings yet,True,2,2013-11-26
1 person found this review funny,,308420,30 of 40 people (75%) found this review helpful,True,2,2014-10-24
,"Last edited February 21, 2014.",264280,8 of 12 people (67%) found this review helpful,False,0,2014-02-21
1 person found this review funny,,239140,2 of 3 people (67%) found this review helpful,True,2,2015-02-01
,,250900,2 of 3 people (67%) found this review helpful,True,1,2014-11-07
,,246620,1 of 2 people (50%) found this review helpful,True,2,2014-02-23
,,275850,No ratings yet,True,2,2016-08-14
2 people found this review funny,,304030,4 of 9 people (44%) found this review helpful,True,1,2016-08-20
2 people found this review funny,,236390,1 of 4 people (25%) found this review helpful,True,1,2014-05-23
4 people found this review funny,,295110,1 of 6 people (17%) found this review helpful,True,2,2015-01-15
,,252490,1 of 1 people (100%) found this review helpful,True,2,2014-02-12
,,249130,No ratings yet,True,2,2013-11-29
,,105600,No ratings yet,True,2,2013-10-16
,"Last edited September 6, 2015.",570,No ratings yet,True,2,2013-04-12
,,215470,No ratings yet,True,2,2013-04-12
,,301520,No ratings yet,True,1,2014-10-26
,,550,No ratings yet,True,1,2014-10-26
,"Last edited November 24, 2014.",218620,No ratings yet,True,1,2014-04-11
,"Last edited October 26, 2014.",211420,No ratings yet,True,2,2014-04-05
,,440,2 of 3 people (67%) found this review helpful,True,1,2014-01-17
,,226320,No ratings yet,True,1,2014-12-23
,,241930,No ratings yet,True,2,2014-10-23
,,270550,No ratings yet,True,1,2014-08-09
,,206420,No ratings yet,True,2,2013-09-12
,,24200,No ratings yet,True,2,2012-09-10
,,242920,No ratings yet,True,1,2014-02-27
,,401920,0 of 1 people (0%) found this review helpful,True,1,2015-10-30
,,400,0 of 1 people (0%) found this review helpful,True,1,2014-04-04
,,440,No ratings yet,True,2,2014-11-06
,,208090,10 of 15 people (67%) found this review helpful,False,0,2015-06-24
,,374570,0 of 1 people (0%) found this review helpful,True,1,2015-06-22
,,223670,No ratings yet,True,2,2014-06-24
,,10180,0 of 2 people (0%) found this review helpful,False,0,2013-12-16
,,437220,0 of 3 people (0%) found this review helpful,True,1,2016-04-30
,,207140,No ratings yet,True,1,2015-12-12
,,34330,No ratings yet,True,2,2013-04-05
,,349480,No ratings yet,True,2,2015-08-06
,"Last edited June 22, 2015.",730,No ratings yet,True,2,2015-05-30
,,34330,No ratings yet,True,2,2013-04-05
,,349480,No ratings yet,True,2,2015-08-06
,"Last edited June 22, 2015.",730,No ratings yet,True,2,2015-05-30
,,240,No ratings yet,True,2,2013-12-06
,,8930,1 of 1 people (100%) found this review helpful,True,2,2014-03-04
,,232910,9 of 17 people (53%) found this review helpful,False,0,2013-11-25
,,221910,1 of 3 people (33%) found this review helpful,True,1,2013-11-25
,,1840,8 of 37 people (22%) found this review helpful,False,0,2013-11-25
,,4000,No ratings yet,True,2,2013-11-25
,,217200,No ratings yet,True,2,2013-10-28
,,235800,No ratings yet,True,2,2013-10-22
,"Last edited November 23, 2015.",291550,1 of 1 people (100%) found this review helpful,True,2,2015-07-30
,,427520,1 of 2 people (50%) found this review helpful,True,1,2016-03-08
1 person found this review funny,"Last edited December 27, 2015.",301910,2 of 4 people (50%) found this review helpful,False,0,2015-01-24
,"Last edited December 1, 2014.",233250,1 of 3 people (33%) found this review helpful,True,2,2014-03-07
,,570,0 of 1 people (0%) found this review helpful,True,2,2014-06-30
,,264200,No ratings yet,True,2,2014-03-09
,,105600,No ratings yet,True,1,2014-07-26
,,730,No ratings yet,True,2,2015-01-22
,,49520,No ratings yet,True,2,2014-08-18
,,570,No ratings yet,True,2,2013-04-02
,,730,1 of 1 people (100%) found this review helpful,True,1,2015-11-23
,,417860,No ratings yet,True,1,2015-12-01
4 people found this review funny,Last edited March 12.,319730,20 of 25 people (80%) found this review helpful,False,0,2016-02-22
,"Last edited January 23, 2015.",218620,1 of 2 people (50%) found this review helpful,False,0,2014-12-04
,"Last edited December 25, 2014.",440,No ratings yet,True,2,2014-01-26
,,1250,1 of 1 people (100%) found this review helpful,True,1,2014-03-20
,"Last edited September 12, 2014.",730,5 of 8 people (63%) found this review helpful,True,1,2014-09-12
,,730,1 of 1 people (100%) found this review helpful,True,1,2016-05-23
,,324810,0 of 1 people (0%) found this review helpful,True,2,2015-09-12
,,227320,No ratings yet,True,2,2015-01-01
,,204300,No ratings yet,True,2,2014-10-31
,,219150,No ratings yet,True,1,2013-12-15
,,730,2 of 2 people (100%) found this review helpful,True,1,2016-05-20
,,386360,No ratings yet,True,1,2015-09-28
4 people found this review funny,,227940,6 of 13 people (46%) found this review helpful,True,1,2016-05-02
1 person found this review funny,,449540,6 of 13 people (46%) found this review helpful,True,2,2016-03-20
,,344760,2 of 5 people (40%) found this review helpful,True,1,2015-08-06
1 person found this review funny,,48700,1 of 1 people (100%) found this review helpful,True,1,2014-06-12
,,209540,0 of 2 people (0%) found this review helpful,False,0,2013-12-15
3 people found this review funny,,204880,2 of 3 people (67%) found this review helpful,True,2,2015-08-02
,,404410,No ratings yet,True,2,2015-11-08
,,213670,No ratings yet,True,2,2015-08-02
,,8930,No ratings yet,True,2,2015-08-02
,Last edited April 29.,17480,No ratings yet,True,2,2015-08-02
,Last edited April 29.,105600,No ratings yet,True,1,2015-07-27
,Last edited April 29.,346110,No ratings yet,True,2,2015-06-20
,Last edited April 29.,301520,No ratings yet,True,2,2014-09-18
1 person found this review funny,,730,No ratings yet,True,1,2015-04-23
,,630,No ratings yet,True,2,2014-01-06
,,22380,No ratings yet,True,2,2015-08-23
3 people found this review funny,,34900,2 of 3 people (67%) found this review helpful,True,2,2016-07-08
